position,age,games_played,games_started,minutes_played_per_game,field_goals_per_game,field_goals_attempts_per_game,three_point_field_goals_per_game,three_point_field_goals_attempts_per_game,two_point_field_goals_per_game,two_point_field_goals_attempts_per_game,free_throws_per_game,free_throws_attempts_per_game,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game
C,25,25,25,29.2,5.5,8.2,0,0,5.5,8.1,2.2,3.3,3,5.6,8.6,2.5,0.8,0.9,1.8,2.6,13.3
PG,25,16,0,16.4,2.3,5.5,1.2,3,1.1,2.5,0.8,1.3,0.5,2,2.5,2,1,0.4,0.9,1.6,6.6
PF,30,28,1,23.2,2.7,5.9,0.1,0.8,2.6,5.1,1.4,2,0.8,2.8,3.6,4,0.8,0.8,1.5,1.5,6.9
PF,29,29,29,34.9,11.4,19,0.4,1.7,11.1,17.3,7.5,11.2,2.7,8.2,11,5.5,1.4,1.2,3.8,2.9,30.8
PF,31,12,0,4.6,0.3,0.8,0,0,0.3,0.8,0,0,0.3,0.3,0.5,0.4,0.2,0.1,0.4,0.6,0.7
PG,23,28,0,25.4,5,11.1,1.4,3.9,3.6,7.3,3.5,4.2,1.1,3.4,4.5,3.7,0.8,0.5,1.8,2.9,15
PG,29,10,0,2.1,0,0.3,0,0.3,0,0,0,0,0,0.5,0.5,0.3,0.1,0,0,0.1,0
SF,23,28,28,26.9,4.4,8.8,0.9,2.5,3.5,6.2,1.9,2.3,1.1,4.5,5.6,4,0.8,0.3,1.5,2.2,11.4
C,25,24,24,31.7,6,10.9,0,0,6,10.9,1.2,1.5,3.4,7.3,10.8,1.6,1.2,0.7,2.1,2.5,13.1
C,24,4,0,8.8,2,2,0,0,2,2,0.3,0.5,1.3,2.5,3.8,0.5,0,0.3,0.3,1.3,4.3
PG,19,2,0,5.5,1,3,0,1,1,2,0.5,1,1,0,1,0,0,0,0.5,0,2.5
SF,21,8,0,5.8,0.6,1.8,0.4,0.6,0.3,1.1,0.5,0.5,0.3,1.1,1.4,0.4,0,0.1,0.1,0.5,2.1
PG,22,15,15,33.4,8.8,19.9,3.5,8.9,5.3,10.9,3.6,4.2,1.5,3.9,5.5,8.2,1.4,0.3,3.9,3.5,24.7
C,25,16,0,7.3,1.7,2.8,0.5,0.8,1.2,2,0.6,0.8,1.1,1.4,2.6,0.4,0.2,0.6,0.5,0.9,4.4
PF,21,28,28,33.8,7.6,16.2,1.3,3.4,6.3,12.8,4.7,6.8,1.3,5.6,6.9,4.5,1,0.5,3.2,2.1,21.2
SG,25,27,27,34.5,9.2,19.8,3.5,9.1,5.7,10.7,3.2,3.7,1,3.5,4.5,5.2,1.2,0.7,3,2.9,25.1
PG,24,13,1,7.5,1.2,2.3,0.1,0.6,1.1,1.7,0.4,0.5,0.8,1.2,1.9,0.5,0.2,0.2,0.4,0.9,2.8
PF,20,8,0,5.6,0.4,1.1,0,0.3,0.4,0.9,0.5,0.8,0,1,1,0,0.1,0,0,0.5,1.3
PF,31,28,28,30.8,4,8.2,1.8,4.5,2.2,3.8,2,2.5,0.9,2.3,3.1,1.4,0.7,0.2,0.7,1.2,11.8
SG,22,29,29,35,7.8,15.9,2,5.3,5.7,10.6,3.2,4.1,2.6,6.7,9.3,5.9,1.4,1.4,2.6,2,20.7
C,23,19,0,10.8,1.5,2.1,0,0.1,1.5,2.1,0.3,0.3,1.2,2.8,4,1.1,0.4,0.9,0.8,1.6,3.3
SF,20,9,0,7.8,0.7,2.4,0.6,1.9,0.1,0.6,0.1,0.2,0.1,0.9,1,0.3,0.1,0.2,0.1,0.3,2
SF,28,22,8,17.6,1.9,4.7,0.5,1.8,1.4,2.9,1,1.5,0.9,2.2,3.1,0.9,0.5,0.7,0.3,0.9,5.2
PF,35,20,14,23.9,2,3.7,1.3,2.8,0.7,0.9,0.4,0.6,0.9,2.8,3.7,2.2,0.6,0.7,0.5,1.8,5.7
SG,30,6,6,25.2,5.2,11.5,1.5,3.5,3.7,8,2.8,4,0.5,2.8,3.3,3.2,0.7,0.3,2.3,2.2,14.7
SG,27,28,28,29.8,4.2,8.8,2.8,6.2,1.4,2.5,0.3,0.4,0.7,3.7,4.4,1.5,0.9,0.1,0.6,2,11.5
SF,23,26,1,15.1,1.8,3.6,0.7,1.6,1.1,2,0.4,0.7,0.5,1.8,2.4,0.7,0.3,0.2,0.7,1.5,4.7
SG,24,2,0,5,0.5,2.5,0,1.5,0.5,1,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,1
PF,31,10,0,8.1,0.8,2.1,0.8,2,0,0.1,1.4,1.5,0.1,0.8,0.9,0.8,0.2,0.2,0.1,1,3.8
PG,35,28,1,17.1,1.7,4,0.6,2.1,1,1.9,0.8,1.1,0.7,2.1,2.8,2.2,0.5,0.3,0.7,1.7,4.8
SF,24,29,17,32.2,4.7,10.3,1.8,5.3,2.9,5,1.7,2.2,2.2,4.2,6.4,1.3,1.1,0.1,1.2,1.6,12.9
C,24,25,20,20.7,2.8,4.8,0,0.2,2.8,4.6,1.4,2,2.2,3.8,6.1,1.8,0.7,1.6,0.9,2.3,7.1
SG,24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,31,22,20,24.5,2.5,4.4,0,0,2.5,4.4,1,2,2.3,4.3,6.6,1.9,0.4,1.1,1.2,2.8,6
PG,20,26,22,19.9,1.9,3.8,0.4,1.3,1.5,2.5,0.8,1.3,0.6,1.9,2.5,1.7,0.4,0.4,0.9,2.1,5.1
SF,24,7,0,5.7,0.7,1.1,0.1,0.3,0.6,0.9,0,0,0.3,0.7,1,0.6,0.3,0.4,0.1,0.3,1.6
SG,31,27,2,28.6,6.4,14,3.5,8.7,2.9,5.3,1.5,1.7,0.4,2.9,3.4,2.7,1.4,0.3,1.1,2.6,17.8
PF,34,10,9,32.5,6.6,14.2,2.9,7.3,3.7,6.9,3.5,4.6,0.6,2.1,2.7,2.5,1.1,0.1,2,2,19.6
PF,24,7,0,2.6,0.4,0.7,0,0.1,0.4,0.6,0,0,0.1,0.4,0.6,0,0,0.1,0.3,0.1,0.9
C,25,2,0,1.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0
SG,27,20,20,36,9.2,19.5,1.9,5.1,7.4,14.4,7.1,8.1,0.9,4.5,5.4,8.3,0.7,0.5,2.9,3.4,27.4
SF,22,4,0,10.3,2.5,5.8,0.8,3,1.8,2.8,1.5,1.5,0.5,1,1.5,0.8,0.3,0,0.3,1.3,7.3
PF,31,26,0,14.1,2.2,4.7,0.7,1.8,1.5,2.9,1.5,1.9,1.2,2.5,3.7,0.3,0.3,0.6,0.5,1.6,6.5
SG,23,3,0,6,2,3.7,1.7,3.3,0.3,0.3,0,0,0.3,1,1.3,0,0,0,0.3,0.3,5.7
PG,24,6,0,9.5,0.8,3.5,0,1.3,0.8,2.2,0,0,0.3,1.3,1.7,1.3,0,0,1.3,0.5,1.7
SG,20,28,16,22.5,3.8,8.5,1,3.3,2.8,5.2,0.5,0.6,0.2,1.7,1.9,2.5,0.4,0.1,1.3,1.4,9.2
SG,22,32,0,19.8,3.2,6.7,0.8,1.8,2.4,4.9,1.3,1.8,0.8,2.9,3.7,1.7,0.4,0.3,0.8,1.7,8.4
SF,27,29,29,34.5,7.7,16.8,2.1,5.7,5.6,11.1,4.1,4.8,1.1,4.3,5.4,3.9,0.9,0.4,2.4,1.7,21.7
SF,25,16,14,36.3,7.4,16.2,1.8,5.8,5.6,10.4,3.1,3.6,1,6,7,2.4,1.4,0.4,1.6,2.2,19.8
SF,25,14,0,10.6,1.1,2.1,0.4,1.1,0.6,1.1,0.7,1.1,0.9,1.4,2.3,0.5,0.4,0,0.3,0.9,3.3
PG,31,21,12,27.8,5.6,13,2,5.2,3.6,7.8,2,2.7,0.8,2.8,3.6,5.7,0.9,0.2,1.5,1.4,15.2
PG,25,7,0,9.1,1.3,3.9,1,2.7,0.3,1.1,0,0,0.6,1.1,1.7,0.4,0,0.1,0.1,0.1,3.6
SF,28,27,27,31.3,5.1,10.6,2,4.8,3.1,5.9,1.6,2,0.7,2.9,3.6,1.7,0.9,0,1.8,3.9,13.7
SG,26,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PF,22,5,0,5.6,0.4,1.2,0,0.2,0.4,1,0.8,1.8,0.4,1,1.4,0.6,0,0.2,0.6,0.6,1.6
SF,27,28,28,33.8,8.8,18.5,2.1,6.4,6.7,12.1,2.9,3.9,0.9,4,4.9,3.6,1.1,0.6,2.4,2.8,22.6
PF,24,19,0,10.5,0.9,2.4,0.5,1.6,0.4,0.8,0.1,0.1,0.3,1.3,1.6,0.6,0.2,0.2,0.2,1.8,2.5
C,24,5,0,7,1.2,2.4,0,0,1.2,2.4,0,0.4,1.6,2,3.6,0.2,0.2,0.2,0.2,0.4,2.4
SF,24,24,3,14.3,1.8,3.9,1,2.7,0.8,1.2,0.8,0.9,0.5,2,2.5,1,0.3,0.1,0.6,0.9,5.4
PG,27,29,29,35.6,9.3,19.4,2.9,6.4,6.4,13,4.5,5.6,0.7,3.2,4,5.9,1.1,0.1,2.2,2,26.1
C,26,18,3,12.4,2.2,4,0,0.2,2.2,3.8,0.9,1.1,1.2,2.6,3.8,0.6,0.3,0.3,0.8,1.3,5.4
SG,20,2,0,2,0,1.5,0,0.5,0,1,0.5,1,0.5,0.5,1,0,0,0,0,0,0.5
SF,32,11,0,8.5,0.6,1.8,0.5,1.5,0.1,0.3,0.1,0.1,0.2,1,1.2,0.3,0.1,0.1,0.2,0.6,1.9
SG,32,22,0,17.5,2.5,7.7,1.5,4.6,1,3.1,2.4,2.7,0.5,1.6,2.1,1.4,0.4,0.2,0.4,1.4,8.9
SG,23,14,0,7.9,1.6,3.1,0.5,1.5,1.1,1.6,0.9,1.1,0,0.7,0.7,1.9,0.6,0.1,0.7,1,4.5
PF,34,23,23,34,6.7,14.5,0.9,2.3,5.8,12.2,7.3,8.3,2,3.2,5.2,4.6,1.1,0.4,1.8,1.1,21.5
PF,24,9,0,14.4,1.4,3.4,0.4,1.7,1,1.8,1.1,1.7,0.7,1.2,1.9,0.1,0.7,0.3,0.2,1.1,4.4
SG,30,30,30,32.6,3.6,7.8,1.5,3.6,2.1,4.3,1.5,1.7,0.4,1.7,2.2,2.6,1.5,0.6,1,1.9,10.2
PF,23,28,19,25,2.6,6.3,0.9,2.9,1.8,3.4,1,1.4,1.9,2.7,4.6,1,1,0.5,1,2.8,7.1
C,29,28,28,26,5,8.5,0,0,5,8.5,1.9,2.6,4.9,5.8,10.7,1.1,0.6,1.7,0.9,2.7,12
PG,28,31,0,14.3,2,5.5,1.2,3.5,0.8,1.9,0.1,0.1,0.1,0.5,0.7,1.2,0.5,0.3,0.6,1.2,5.3
C,24,8,8,26,3,7.6,0.8,2.8,2.3,4.9,1.1,2,2,5.6,7.6,1.9,0.4,0.4,1.1,2.5,7.9
SG,29,25,13,23.5,3.5,6.4,1.6,3.4,1.9,3,1,1.4,1.1,2.3,3.4,2.3,1.2,0.8,1.4,2.4,9.6
C,23,4,0,7,1.3,2,0,0,1.3,2,0.5,0.5,0.8,1,1.8,0.8,0,0,0,1.3,3
SG,22,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF,22,21,6,13.1,1.8,4.4,1.3,3.3,0.5,1.1,0.5,0.6,0.3,1.3,1.6,0.8,0.4,0.6,0.7,0.8,5.4
SG,20,22,6,16.5,1.6,4.2,0.6,2,1,2.3,0.5,0.6,0.1,2.3,2.5,1,0.4,0.2,0.7,1.4,4.3
SF,19,3,0,7,0,1,0,0.7,0,0.3,0.7,0.7,0,1,1,0,0.7,0,0.3,0.7,0.7
SG,31,20,19,30.8,6.3,15.5,1.8,5.7,4.6,9.8,3,3.5,1.3,2.1,3.4,5,0.9,0.2,3,1.4,17.3
C,24,20,20,27.3,5.1,8,0.1,0.1,5,8,1.5,2.4,3,6.4,9.4,1.7,0.5,2.5,1,2.6,11.7
PF,19,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SF,26,17,4,13,1.2,2.8,0.5,1.6,0.7,1.2,0.6,0.6,0.4,1.2,1.6,0.6,0.1,0,0.5,1.1,3.4
PF,26,26,24,30.2,5.3,11,1.5,3.6,3.8,7.4,2.1,2.7,2.4,5.7,8.1,0.8,0.7,0.9,1.5,2.7,14.2
C,26,28,22,27,4.9,10.1,1.2,3.8,3.7,6.4,2,2.5,2,4.1,6.1,3.4,0.6,0.8,2.4,3.3,13.1
PG,36,28,28,29.5,3.9,8.3,2.3,5.2,1.5,3.1,1.4,1.5,0.4,2.5,2.9,6.3,1,0.1,1.2,1.6,11.5
SF,31,24,0,22.1,2.1,5,1.1,3.4,1,1.6,0.5,0.6,0.8,3.1,4,2,0.5,0.2,0.6,1.2,5.7
SF,19,27,1,26.8,3.4,6.5,1.2,2.9,2.1,3.6,1.1,1.7,0.7,3.3,4,1.7,1,0.7,1.5,1.9,9.1
SF,33,27,7,21.2,2.2,5.1,1.1,2.8,1.1,2.3,0.7,0.9,1.9,3,4.8,1,0.6,0.4,0.6,2.5,6.1
PF,33,9,2,26.7,2.8,5.2,1.8,3.4,1,1.8,0.8,1.3,0.4,3.4,3.9,1.7,0.8,0.3,0.4,1.6,8.1
PG,22,29,29,34.8,8.3,19.2,1.8,5.7,6.5,13.5,3.9,4.4,0.5,3.4,3.9,7.1,1,0.3,4,2.7,22.4
SG,33,23,3,12,1.4,3.9,0.8,2.1,0.6,1.8,0.4,0.4,0.5,1,1.5,0.8,0.6,0.1,0.3,0.9,4.1
PG,35,28,28,33.5,8.8,18.9,4.8,11.6,4,7.3,5.5,5.9,0.5,4,4.5,4.4,0.7,0.4,3.2,1.8,27.9
PG,20,30,13,23.3,2.4,5.9,0.7,2.6,1.7,3.3,0.7,1,1,3.1,4.2,2.8,1.3,0.3,1,1.7,6.1
C,30,29,29,35.8,9.4,17.2,0.4,0.9,9,16.3,5.7,7.1,3.4,9,12.4,3.2,1.1,2.5,2,2.5,24.9
SG,21,14,0,9.1,1.4,2.9,0.1,0.2,1.3,2.6,0.3,0.4,0.6,0.8,1.4,0.4,0.5,0.1,0.4,0.7,3.1
SG,21,1,0,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
SG,24,4,0,7.5,2.5,4.8,0.3,2,2.3,2.8,0.3,0.8,0.3,2,2.3,1,0,0.3,0.8,0.3,5.5
SF,34,29,29,36.5,7.7,17,0.9,2.6,6.8,14.3,5.9,7.1,0.7,3,3.8,5.4,1.1,0.8,1.4,2.2,22.3
C,22,9,0,6.1,1,2,0,0,1,2,1,1.3,1.6,0.6,2.1,0.4,0.4,0,0.2,0.4,3
SG,20,18,1,12.8,1.1,3.7,0.6,2.4,0.4,1.3,0.8,0.8,0.4,0.8,1.2,0.8,0.3,0,0.7,1.3,3.5
PF,20,18,0,11.2,1.5,3.3,0.8,2.2,0.7,1.1,0.6,0.7,0.4,1.2,1.6,0.9,0.1,0,0.3,0.7,4.3
PG,30,28,28,31.8,4.8,11.7,2.1,6.4,2.6,5.3,2.8,3.6,0.6,3.4,4,6.6,0.9,0.2,1.7,1.6,14.4
SG,27,29,11,20.7,3.3,7.3,2.3,5.3,0.9,2,0.7,1,0.7,2.2,2.9,1.9,1,0.3,1,1.8,9.6
PG,24,28,28,37.1,11.4,23.4,4,10.4,7.4,12.9,6.6,8.5,0.9,7.6,8.5,9.4,1.4,0.6,4,1.8,33.5
SF,24,26,26,28.2,3.6,8,1.8,4.3,1.8,3.6,2,2.4,1.3,2.7,4,1.3,0.8,0.8,0.9,2.9,11
SG,24,29,5,21,2.8,5.8,1,2.7,1.8,3,0.7,0.9,0.6,1.6,2.1,1.8,0.8,0.2,0.9,1.8,7.2
C,30,31,0,13.5,2.4,4.7,0,0,2.4,4.7,1.4,2.3,2.8,4,6.8,0.5,1.1,0.4,1,1.6,6.2
SF,26,25,5,12.2,1.2,3.4,0.6,2,0.6,1.4,0.6,0.7,0.2,1.5,1.7,0.7,0.6,0.1,0.5,2,3.6
PG,29,22,4,15.8,2.2,4.8,0.5,1.5,1.7,3.3,0.4,0.6,0.5,2.1,2.7,3.5,0.6,0.2,1.3,1.6,5.4
PF,35,25,25,36.8,10.4,20.2,2.1,4.5,8.3,15.6,7.3,8.3,0.4,5.8,6.2,5.5,0.8,1.1,3.6,1.8,30.3
C,20,14,13,28.9,5.7,9.1,0,0.1,5.7,8.9,1.1,2,3.4,7.6,10.9,2.5,0.6,1.4,2.7,3.4,12.6
PF,22,18,0,21,3.7,7.9,0.8,2.1,2.8,5.8,1.1,1.6,2,5.1,7.1,1.2,1,0.9,0.9,2.2,9.2
SG,22,25,25,34.4,8.9,19.6,2.4,6.6,6.4,13,5,5.8,0.6,4.9,5.5,5.3,1.4,0.5,3.2,1.8,25.2
SF,23,23,0,5.1,0.6,1.4,0.3,0.9,0.3,0.5,0,0.1,0.1,0.7,0.8,0.3,0.1,0.1,0,0.4,1.5
SG,24,21,3,13.9,1.4,3.4,1,2.9,0.4,0.5,0.5,0.8,0.3,1.2,1.5,1.5,0.6,0.5,0.6,1.5,4.3
C,29,25,25,34.2,11.8,21.8,1.1,3.2,10.6,18.6,10.3,11.6,2.8,8.9,11.7,6,1.2,2,3.8,2.8,35
C,26,28,2,17,2.5,4.2,0.1,0.1,2.4,4.1,1.1,1.3,1.4,3,4.4,1.1,0.4,1,1.2,1.9,6.2
PG,28,26,10,18.6,3.5,6.1,0.9,2,2.7,4.1,1,1.4,0.7,2.4,3.1,2.5,0.5,0.2,0.8,1.5,9
C,25,7,0,4.7,1.1,2.3,0,0.1,1.1,2.1,0.6,0.9,0.7,1,1.7,0.1,0,0.1,0.6,0.7,2.9
PF,30,27,17,29.3,3.9,8.2,2.4,5.4,1.4,2.8,0.2,0.3,1.9,3.1,5,1.2,0.7,0.6,0.9,2.2,10.4
SF,28,28,14,21,3,6.8,1.9,4.6,1.2,2.2,0.8,0.9,0.8,2,2.8,1.1,0.5,0.4,1,1.6,8.7
PG,25,6,0,3.7,0.7,1.2,0.3,0.5,0.3,0.7,0.3,0.3,0,0.3,0.3,0.3,0,0,0.2,0,2
SG,25,7,0,8.7,0.4,2.1,0,0.1,0.4,2,0.6,0.6,0.6,0.6,1.1,1.7,0.3,0,0.4,0.7,1.4
SG,31,1,0,16,1,6,0,4,1,2,0,0,0,1,1,1,1,0,0,2,2
PG,26,22,22,35,10.4,21.6,3.2,8.3,7.1,13.3,5.6,7.6,0.9,3.5,4.4,6.2,1.6,0.4,2.5,2.7,29.6
SF,20,4,0,3.5,0.3,1.5,0,0.5,0.3,1,0.5,0.5,0.5,0,0.5,0,0,0,0.3,0.3,1
PG,25,5,5,28.6,5.4,11.2,0,0.6,5.4,10.6,0.6,0.8,1.6,1.8,3.4,4,1.2,0.4,1.2,1.2,11.4
C,25,25,25,25.5,4.5,6.5,0,0,4.5,6.5,2,2.8,2.8,4.8,7.5,1.7,0.7,2.2,1.1,3.5,11
PG,24,20,20,34,7.6,16.1,1.8,5.2,5.8,10.9,3.8,4.6,0.6,2.2,2.8,5.9,1.6,0.2,3.8,1.6,20.7
PF,21,2,0,3,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0
C,25,6,0,3,0.7,2,0,0.5,0.7,1.5,0.8,1.3,0.5,0.7,1.2,0.3,0,0,0.2,1,2.2
SF,27,1,0,7,0,4,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0
PG,20,24,16,25.8,3.5,9.6,1.6,5.1,1.8,4.5,2.4,3,0.5,2.5,3,5,0.5,0.1,2.3,1.1,10.9
PF,33,27,27,34.4,8,17.5,3.3,8.1,4.7,9.4,3.6,3.9,0.6,4.9,5.6,4.1,1.7,0.4,2.1,2.8,22.8
PF,38,6,0,9.5,0.5,1.3,0,0.7,0.5,0.7,0,0,0.5,1.2,1.7,0.7,0.2,0.8,0.2,1.5,1
SG,21,26,26,25.2,5,11.4,0.9,2.6,4.1,8.8,1,1.2,1.6,4.4,6,4.3,0.8,0.4,2.5,1.3,11.8
C,25,8,0,5.5,1.8,3,0.1,0.6,1.6,2.4,0.6,0.9,0.6,0.6,1.3,0.1,0.1,0.3,0.3,0.6,4.3
PG,25,26,26,34.7,11.1,20.8,1,3.4,10.1,17.4,7.6,8.3,0.9,4.8,5.7,6.3,2.8,0.8,2,2.4,30.8
PF,31,19,0,6.6,1,2,0,0.4,1,1.6,0.6,0.7,0.6,0.9,1.5,0.5,0.2,0.3,0.5,0.6,2.6
PG,24,11,0,7.8,0.7,1.8,0.3,1.1,0.5,0.7,0.1,0.1,0.1,0.3,0.4,0.7,0.5,0,0.4,0.9,1.8
PG,25,19,8,15.7,1.3,3.1,1.1,2.6,0.2,0.5,0.1,0.1,0.3,0.7,1.1,3.1,0.6,0.1,0.7,1,3.7
C,31,28,28,32.3,4.9,8,0,0,4.9,8,2.9,4.8,3.8,8.5,12.3,1.3,0.8,2.3,1.5,2.9,12.8
PG,25,29,0,17.9,2.2,6,0.8,2.7,1.4,3.3,0.8,0.9,1.3,2.7,3.9,2.5,0.7,0.3,0.9,1.4,6
PF,28,28,28,32,5.5,10.5,0.5,1.9,5.1,8.7,2,3.4,2.8,4,6.9,3.4,1,0.6,1.5,1.6,13.6
SG,35,25,18,31.7,5,11,2.5,6.4,2.6,4.6,0.7,0.8,0.3,1.8,2.1,2.8,1,0.5,1.4,1.5,13.2
PG,28,6,0,10,0.7,2.5,0.3,1.7,0.3,0.8,0.8,1.2,0.2,1.2,1.3,2.7,0.3,0.2,0.3,0.5,2.5
PF,29,24,24,35.1,7.5,16.6,2.5,6.1,5,10.5,4.7,5.8,0.7,3,3.8,2.5,0.8,0.8,2.3,2.4,22.3
SG,24,20,0,7.4,1.1,2.4,0.9,2.1,0.2,0.3,0.1,0.1,0.2,0.6,0.8,0.7,0,0,0,0.8,3.1
SG,36,2,0,9,0,1,0,0.5,0,0.5,0,0,0,1,1,0.5,0.5,0,0,0.5,0
PF,33,15,15,25.1,3.4,6.9,1.2,2.8,2.2,4.1,1.7,2,1.5,4.1,5.5,5.8,0.4,0.7,2.4,3,9.7
SG,21,27,27,30.5,5.6,14.2,1.9,5.9,3.7,8.3,3.9,4.8,0.4,4.1,4.5,3.1,0.6,0.4,2.4,1.5,17.1
PF,37,26,0,15.6,2.1,3.8,0.3,1.1,1.8,2.7,2.2,2.6,0.8,1.4,2.2,0.7,0.2,0.5,0.7,1.4,6.8
SG,23,18,5,25.2,2.6,6.1,1.3,3.5,1.3,2.6,0.5,0.9,0.6,2.3,2.9,2.4,0.9,0.2,0.9,1.7,6.9
SF,20,12,0,9.2,0.8,2.8,0.7,2.1,0.2,0.8,0.2,0.2,0.2,0.8,1,0.3,0.1,0,0.3,0.5,2.5
SG,23,27,18,21.1,2.3,5.9,1.6,4.5,0.6,1.4,0.1,0.2,0.2,1.1,1.3,1.1,0.7,0,0.4,1.6,6.2
PF,21,2,0,2,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
PF,25,22,3,24.3,4.6,9.5,1.3,3.4,3.4,6.2,1.5,2,0.8,3,3.8,1.1,0.7,0.2,0.9,1.5,12
PG,23,25,25,33.9,8.7,17.4,3.4,8.3,5.2,9,3.7,4.3,0.6,3.3,3.9,12.2,0.9,0.6,2.8,1.2,24.5
PG,22,3,0,9.7,0.3,2,0.3,1.3,0,0.7,0,0,0,0.7,0.7,1.3,0,0,0.3,0.3,1
SF,31,27,3,29,6,14.9,3.4,9.3,2.7,5.5,2.1,2.4,0.4,3.3,3.7,1.6,0.4,0,0.9,1.2,17.6
SG,34,24,24,33.5,5.1,11,2.6,6.1,2.5,4.8,4.4,5,0.4,4.4,4.8,7.7,1.5,0.8,2.4,2.2,17.3
SG,21,26,1,13.9,2.4,6.8,1.2,3.4,1.3,3.4,0.8,1.3,0.3,1.6,1.9,1.5,0.4,0,0.7,1.2,6.8
PF,23,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
SG,29,23,5,22.8,2.5,5.8,1.3,4,1.2,1.8,1,1.3,0.6,1.2,1.8,1.9,0.9,0.2,0.5,1.7,7.4
SG,32,12,0,11.5,0.8,2.6,0.6,2,0.3,0.6,0.1,0.2,0.3,0.7,0.9,0.8,0.3,0.2,0.3,1.3,2.3
PF,31,29,29,34.1,6.3,12.3,1.2,3.3,5.1,9,3,3.3,0.9,5.2,6.1,2.9,0.9,0.4,1.7,1.8,17
SG,30,3,0,2,0.3,0.7,0,0,0.3,0.7,0,0,0,0.7,0.7,0,0,0.3,0,0,0.7
SF,28,29,5,27.8,3,6.6,1,2.9,2.1,3.7,0.6,0.8,1,4.8,5.8,2.8,1,0.2,1.1,1.9,7.7
C,25,29,3,21.4,2.5,4.1,0,0.1,2.4,4,1.3,2,3.2,3.6,6.8,1.4,0.8,0.9,0.9,2.8,6.3
SF,26,29,3,22.6,3,6.6,2.4,5.7,0.6,0.9,0.3,0.3,0.9,2.6,3.4,1,0.5,0.3,0.5,1.5,8.6
SG,21,27,9,23.9,3.5,9.2,2.2,6,1.3,3.2,1.5,1.7,0.6,2.5,3.1,1.5,0.4,0,0.8,1.7,10.7
C,23,28,1,10.6,1.2,1.8,0,0.1,1.2,1.6,0.5,1,0.5,1.4,1.9,0.4,0.2,0.4,0.6,1.9,2.9
PG,22,25,21,26.4,3.6,8.6,0.7,2.4,2.9,6.2,1.1,1.6,0.4,2.7,3.1,4.4,1,0.6,1.1,1.9,9.1
SF,33,24,24,32.3,5.7,12,0.9,2.5,4.8,9.6,2.5,3.3,1,3.8,4.8,4.6,1.1,0.5,2.1,1.8,14.8
PG,19,19,5,26.1,4,10.9,0.9,3.8,3.1,7.1,1.8,2.4,0.7,2,2.7,4.1,0.6,0.2,3.1,3.8,10.8
PF,20,10,0,17.2,2.1,5.2,1,3,1.1,2.2,0.6,0.8,1.1,1.6,2.7,0.5,0.8,0.6,0.7,1.1,5.8
SG,24,12,12,34.4,8.9,19.4,3.4,8,5.5,11.4,2.8,3.2,0.6,4.8,5.3,4.4,1.3,0.1,2.8,1.4,24
SF,31,28,16,26.4,4.9,11,2.9,7.6,2,3.4,0.6,0.8,0.8,2.5,3.3,2.6,0.9,0.7,1.6,2,13.4
PF,27,19,14,21.1,2.3,5.4,1.1,3.3,1.2,2.1,0.6,0.8,0.9,1.9,2.8,1.5,1.1,0.6,0.9,2.2,6.3
SG,24,5,0,5.2,0.8,1.8,0.8,1,0,0.8,0,0,0.4,0.6,1,0.2,0,0,0.2,1,2.4
SG,25,7,0,5.9,0.7,2.1,0.4,1.7,0.3,0.4,0.1,0.3,0,0,0,0.7,0.1,0.1,0.1,0.6,2
PG,27,25,1,18,2.5,5.6,1.3,3,1.2,2.6,0.6,0.7,0.3,1.6,1.9,1.6,0.5,0.1,0.6,1.8,6.9
PG,33,27,27,34.4,5,10.8,1.9,4.6,3.1,6.2,1.1,1.3,1.7,5,6.7,4.9,0.9,0.9,2,1.8,13.1
SG,34,17,6,15.3,1.7,3.2,1.1,2.2,0.6,1,0,0,0.2,1.2,1.5,1.2,0.6,0.1,0.3,1.3,4.5
C,30,15,1,10.8,1.5,3,0,0,1.5,3,0.6,1.2,1.7,2.3,3.9,0.5,0.1,0.4,0.7,1.5,3.5
C,21,27,27,29.9,6.3,11.9,1.5,4.1,4.7,7.8,3.2,3.7,1.7,6.3,8,2.4,0.8,2.7,1.8,2.7,17.2
SG,20,5,0,10.4,0.8,3.6,0.2,1.6,0.6,2,1,2,0.2,1,1.2,0.8,0,0.2,0.8,1.4,2.8
